Descrição,Código (SKU),Unidade,Preço,Preço promocional,Estoque disponível,Custo,origem
"Adesivo Envelopamento Carro Moto Tunin Preto Fosco 1,5mx50cm",IP812-150,UN,23.37,0,94.0,7.92,servi
"Adesivo Envelopamento Carro Moto Tunin Preto Fosco 1,5mx60cm",IP1076-150,UN,28,0,93.0,0,servi
Adesivo Envelopamento Carro Moto Tuning Preto Fosco 3mx60cm,IP1076-3,UN,50.2,0,47.0,0,servi
Adesivo Envelopamento Carro Moto Tuning Preto Fosco 5mx60cm,IP1076-5,UN,88,0,27.0,0,servi
Adesivo Envelopamento Carro Moto Tuning Preto Fosco 6mx61cm,IP1076-6,UN,117.18,0,24.0,0,servi
Adesivo Envelopamento Carro Moto Tuning Preto Fosco 8mx60cm,IP1076-8,UN,150.66,0,17.0,0,servi
"Adesivo Envelopamento Carro Tuning Preto Fosco 2,50m X 60cm",IP1076-250,UN,46.74,0,54.0,0,servi
Adesivo Envelopamento Grafite Geladeira 2mx61cm + Brinde,MLB3191428604,UN,44.4,0,0.0,0,servi
Adesivo Envelopamento Grafite Geladeira 2mx61cm + Brinde - BRINDE - 1 ESPATULA COM FELTRO MAIS 1 ESTILETE DE PLASTICO,KIT-IP889-2-933,UN,44.4,0,23.0,23.46,servi
Adesivo Envelopamento Grafite Geladeira 4mx61cm + Brinde,MLB3383152561,UN,67.98,0,0.0,0,servi
Adesivo Envelopamento Grafite Geladeira 4mx61cm + Brinde - BRINDE - 1 ESTILETE COM FELTRO E 1 ESPATULA DE PLASTICO,KIT-IP889-4-933,UN,67.98,0,5.0,42.92,servi
Adesivo Envelopamento Grafite Geladeira 5mx61cm + Brinde,MLB2936426797,UN,114.88,0,0.0,0,servi
Adesivo Envelopamento Grafite Geladeira 5mx61cm + Brinde - BRINDE - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO,KIT-IP889-5-933,UN,114.88,0,2.0,52.65,servi
Adesivo Envelopamento Grafite Geladeira 7mx61cm + Brinde,MLB3106818282,UN,135.15,0,0.0,0,servi
Adesivo Envelopamento Grafite Geladeira 7mx61cm + Brinde - KIT - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO,KIT-IP889-7-933,UN,135.15,0,-2.0,72.11,servi
Adesivo Envelopamento Grafite Geladeira 8mx61cm + Brinde,MLB3192792810,UN,169.2,0,-4.0,81.84,servi
Adesivo Envelopamento Grafite Geladeira 8mx61cm + Brinde,MLB181115987721,UN,169.2,0,0.0,0,servi
"Adesivo Envelopamento Prata Inox Geladeira 2mx 1,00 + Brinde",MLB2713148904,UN,54.06,0,0.0,0,servi
"Adesivo Envelopamento Prata Inox Geladeira 2mx 1,00 + Brinde - BRINDE - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO",KIT-47-2-933,UN,54.06,0,51.0,25.86,servi
Adesivo Envelopamento Prata Inox Geladeira 3mx61cm + Brinde,KIT-660-3-933,UN,53.1,0,66.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 4mx61cm + Brinde,MLB3191477852,UN,64.26,0,0.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 4mx61cm + Brinde - BRINDE - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO,KIT-660-4-933,UN,64.26,0,61.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 4mx80cm + Brinde,MLB4309153920,UN,107.35,0,0.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 4mx80cm + Brinde - BRINDE - 1 ESPATULA COM FELTRO E 1 ESTILETE DE PLASTICO,KIT-IP47-4-933,UN,107.35,0,57.0,47.72,servi
Adesivo Envelopamento Prata Inox Geladeira 5mx61cm + Brinde,MLB2159481558,UN,145.35,0,0.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 5mx61cm + Brinde,MLB2699338847,UN,96.42,0,0.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 5mx61cm + Brinde - brinde - 1 espatula com feltro e 1 estilete de plastico,KIT-IP660-5-933,UN,96.42,0,47.0,0,servi
Adesivo Envelopamento Prata Inox Geladeira 5mx61cm + Brinde - Prata 61cm mais Brinde - espatula c-feltro e estilete de p,KIT-660-5-933,UN,145.35,0,47.0,0,servi
Adesivo Envelopamento Preto Fosco Geladeira 6mx50cm + Brinde,KIT-IP812-6-933,,80.52,0,12.0,35.68,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores",MLB1986755602,UN,115.85,0,0.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Amarelo Ouro",IP41-5,UN,115.85,0,13.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Azul Céu",IP71-5,UN,115.85,0,18.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Azul-marinho",IP42-5,UN,115.85,0,13.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Bege",IP234-5,UN,115.85,0,26.0,54.6,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Branco",IP888-5,UN,115.85,0,30.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Cinza-escuro",IP43-5,UN,115.85,0,6.0,57.25,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Laranja",IP73-5,UN,115.85,0,6.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Marron",IP144-5,UN,115.85,0,12.0,60.85,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - OURO - DOURADO",IP75-5,UN,115.85,0,7.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Prata",IP47-5,UN,115.85,0,45.0,54.65,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Preto Brilho",IP49-5,UN,115.85,0,22.0,53,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Preto Fosco",IP50-5,UN,115.85,0,33.0,55.95,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Rosa-claro",IP465-5,UN,115.85,0,6.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Verde Abacate",IP45-5,UN,115.85,0,19.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - verde bandeira",IP145-5,UN,115.85,0,6.0,0,servi
"Adesivo Envelopamento Vidro Laca C/1,00 X 5,00 Varias Cores - Vermelho vivo",IP74-5,UN,115.85,0,25.0,58.7,servi
"Adesivo Envelopamento Vinil Prata Inox Escovado 3,00x1,00",MLB3609207047,UN,150,0,0.0,0,servi
"Adesivo Envelopamento Vinil Prata Inox Escovado 3,00x1,00 - PRATA ESCOVADO",IP48-03,UN,150,0,15.0,0,servi
"Adesivo Envelopamento Vinil Prata Inox Escovado 5,00x1,00",MLB23292648267,UN,183.17,0,0.0,0,servi
"Adesivo Envelopamento Vinil Prata Inox Escovado 5,00x1,00 - Prateado",IP48-5,UN,183.17,0,8.0,0,servi
"Adesivo Envelopamento Vinil Prata Inox Escovado 7,00x1,00",IP48-7,UN,241.35,0,6.0,0,servi
"Adesivo Farol Envelopamento Lanterna Vermelho Claro 0,50x46",IP760-050,UN,16.9,0,104.0,0,servi
Adesivo Geladeira Envelopamento Branco Impermeável 3m X 60cm,MLB23192648470,UN,49.96,0,0.0,0,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 10mx60cm,MLB3556261191,UN,247,0,0.0,0,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 10mx60cm - Jateado Fumê,IP1056-10,UN,247,0,2.0,86.2,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 2mtx60cm - Jateado Fumê,MLB3191363793,UN,38.11,0,0.0,0,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 2mtx60cm - Jateado Fumê - Jateado Fume,IP1056-2,UN,38.11,0,13.0,0,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 2mtx60cm - Jateado Fumê - Jateado Fume,IP1056-2-1,UN,38.11,0,-35.0,0,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 3mx60cm,MLB2196755789,UN,55.99,0,0.0,0,servi
Adesivo Jateado Fume P/ Box Banheiro Janelas Vidros 3mx60cm - Jateado Fumê,IP1056-3,UN,55.99,0,9.0,25.86,servi
"Adesivo Jateado Fume P/ Janelas Vidros 2,50x1,22 Imprimax",IP164-250,UN,138,0,5.0,43,servi
"Adesivo Jateado Para Vidro, Box,janela, Cristal 0,61cmx1,50",MLB2781528237,UN,19.95,0,0.0,0,servi
"Adesivo Jateado Para Vidro, Box,janela, Cristal 0,61cmx1,50 - JATEADO PRIVATIVO",IP730-150,UN,19.95,0,-28.0,0,servi
"Adesivo Jateado Para Vidro, Box,janela, Cristal 0,61cmx25mt",MLB4604012652,UN,530,0,0.0,0,servi
"Adesivo Jateado Para Vidro, Box,janela, Cristal 0,61cmx25mt - Jateado",IP730-25,UN,530,0,-3.0,0,servi
"Adesivo Jateado Para Vidro, Box,janela, Cristal 0,61cmx4,00",MLB2781467331,UN,49.4,0,0.0,0,servi
"Adesivo Jateado Para Vidro, Box,janela, Cristal 0,61cmx4,00 - JATEADO PRIVATIVO",IP730-4,UN,49.4,0,-10.0,0,servi
"Adesivo Jateado Preto Envelopamento Teto Capô 1,60 M X 1,10m",IP150-160,UN,54.88,0,46.0,28.18,servi
"Adesivo Jateado Preto Envelopamento Teto Capô 1,80 M X 1,10m",IP150-180,UN,60.97,0,42.0,31.7,servi
"Adesivo Jateado Preto Envelopamento Teto Capô 3,00 M X 1,10m",IP150-3,UN,140,0,25.0,52.83,servi
"Adesivo Jateado Quadra Vidro Box 1,22m X 0,10 Cm",IP244-010,UN,12.35,0,550.0,1.62,servi
"Adesivo Jateado Quadrado Vidro Box 0,61 X 2,00m",MLB2219262309,UN,39.63,0,0.0,0,servi
"Adesivo Jateado Quadrado Vidro Box 0,61 X 2,00m - Jateado Quadra",IP1227-2,UN,39.63,0,0.0,0,servi
"Adesivo Jateado Quadrado Vidro Box 0,61 X 2,50m",MLB2219238007,UN,43.44,0,0.0,0,servi
"Adesivo Jateado Quadrado Vidro Box 0,61 X 2,50m - Jateado Quadra",IP1227-250,UN,43.44,0,0.0,0,servi
"Adesivo Jateado Quadrado Vidro Box 1,22m X 2,00m",MLB4354213838,UN,85.5,0,0.0,0,servi
"Adesivo Jateado Quadrado Vidro Box 1,22m X 2,00m - Jateado Quadra",IP244-2,UN,85.5,0,27.0,32.3,servi
"Adesivo Jateado Quadrado Vidro Box 1,22m X 5,00m",MLB4354226714,UN,169.1,0,0.0,0,servi
"Adesivo Jateado Quadrado Vidro Box 1,22m X 5,00m - Jateado Quadra",IP244-5,UN,169.1,0,10.0,80.76,servi
"Adesivo Mármore Calacatta Impermeável Pia 3m X 1,22m",MLB2735533643,UN,183.42,0,0.0,0,servi
"Adesivo Mármore Calacatta Impermeável Pia 3m X 1,22m - Branco",IP701-3,UN,183.42,0,7.0,104.35,servi
Adesivo Mármore Calacatta Impermeável Pia Box 2m X 61 Cm,MLB2199482909,UN,66.61,0,0.0,0,servi
Adesivo Mármore Calacatta Impermeável Pia Box 2m X 61 Cm - Branco,IP1146-2,UN,66.61,0,25.0,35.6,servi
Adesivo Mármore Calacatta Impermeável Pia Box 3m X 61 Cm,MLB3191428627,UN,111.01,0,0.0,0,servi
Adesivo Mármore Calacatta Impermeável Pia Box 3m X 61 Cm - MARMORE CALACATTA,IP1146-3,UN,111.01,0,16.0,53.4,servi
"Adesivo Mármore Carrara Impermeável Pia 3,00m X 1,22 M",MLB1976252922,UN,190,0,0.0,0,servi
"Adesivo Mármore Carrara Impermeável Pia 3,00m X 1,22 M - Branco",IP493-3,UN,190,0,2.0,94.83,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 1,80",MLB3316732171,UN,43.41,0,0.0,0,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 1,80 - Branco Laca",IP888-180,UN,43.41,0,0.0,0,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 1,80 - OFF WHITE/CREME",IP234-180,UN,43.41,0,73.0,19.66,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 1,80 - Preto Brilho",IP49-180,UN,43.41,0,61.0,19.08,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 2,20m",MLB3316690279,UN,51.3,0,0.0,0,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 2,20m - Branco Laca",IP888-220,UN,51.3,0,0.0,0,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 2,20m - OFF WHITE/CREME",IP234-220,UN,51.3,0,60.0,24.02,servi
"Adesivo Para Envelopar E Laquear Porta E Mesa De Vidro 2,20m - Preto Brilho",IP49-220,UN,51.3,0,49.0,23.32,servi
"Adesivo Para Vidro Box Banheiro Janela Condessa 0,61x2,50m",MLB2196735812,UN,54.88,0,0.0,0,servi
"Adesivo Para Vidro Box Banheiro Janela Condessa 0,61x2,50m - Jateado Condessa Florido",IP1230-250,UN,54.88,0,-8.0,0,servi
"Adesivo Para Vidro Box Banheiro Janela Condessa 1,22x2,50m",MLB3191464623,UN,106.2,0,0.0,0,servi
"Adesivo Para Vidro Box Banheiro Janela Condessa 1,22x2,50m - Jateado Condessa Florido",IP255-250,UN,106.2,0,23.0,0,servi
"Adesivo Pelicula Jateado P/ Vidro Cristal 1,00 X 6,50m",MLB2219714803,UN,128.25,0,0.0,0,servi
"Adesivo Pelicula Jateado P/ Vidro Cristal 1,00 X 6,50m - Transparente",IP724-650,UN,128.25,0,97.0,41.47,servi
"Adesivo Perfurado Para Vidros 1,06 X 2,00m",IP283-2,UN,65.64,0,-3.0,0,servi
"Adesivo Perfurado Para Vidros 1,06 X 5,00m",IP283-5,UN,185.35,0,-2.0,0,servi
"Adesivo Perfurado Para Vidros 1,37 X 2,00 Metros",IP284-2,UN,123.5,0,3673.0,23.12,servi
"Adesivo Prata Inox Geladeira Fogão Moveis 2,50 M X 0,80 Cm",IP47-250,UN,64.67,0,92.0,27.33,servi
"Adesivo Prata Inox Geladeira Móveis Armario - 5,50m X 1,00 M",IP47-550,UN,140.84,0,42.0,0,servi
Adesivo Preto Brilho Black Piano Envelopamento 10m X 70cm,IP799-10,UN,261.57,0,4.0,0,servi
"Adesivo Preto Brilho Black Piano Envelopamento 2,00m X 70cm",IP799-2,UN,70.41,0,25.0,0,servi
"Adesivo Preto Brilho Black Piano Envelopamento 2,50m X 70cm",IP799-250,UN,96.53,0,20.0,0,servi
"Adesivo Preto Brilho Black Piano Envelopamento 6mx0,61cm",IP891-6,UN,150,0,18.0,42.36,servi
"Adesivo Preto Brilho Black Piano Envelopamento 7,50m X 70cm",IP799-750,UN,278.85,0,6.0,0,servi
Adesivo Preto Fosco Blackout Bloqueia Luz  8m X 1m,IP50-8,UN,198.81,0,20.0,0,servi
"Adesivo Preto Fosco Geladeira Fogão Moveis 4 M X 0,61cm",MLB3316695127,UN,59.99,0,0.0,0,servi
"Adesivo Preto Fosco Geladeira Fogão Moveis 4 M X 0,61cm - Preto Fosco",IP1076-4,UN,59.99,0,34.0,0,servi
"Adesivo Preto Fosco Para Escrever Com Giz 2,00m X 50cm",MLB2756846677,UN,27.41,0,0.0,0,servi
"Adesivo Preto Fosco Para Escrever Com Giz 2,00m X 50cm - Preto Fosco",IP812-2,UN,27.41,0,70.0,10.56,servi
"Adesivo Preto Fosco Para Escrever Com Giz 2,00m X 61cm",MLB2756852610,UN,34.76,0,0.0,0,servi
"Adesivo Preto Fosco Para Escrever Com Giz 2,00m X 61cm - Preto Fosco",IP1076-2,UN,34.76,0,69.0,0,servi
"Adesivo Preto Fosco Para Escrever Com Giz 2,5m X 50cm",MLB2756864731,UN,33.78,0,0.0,0,servi
"Adesivo Preto Fosco Para Escrever Com Giz 2,5m X 50cm - Preto Fosco",IP812-250,UN,33.78,0,56.0,13.2,servi
"Adesivo Preto Fosco Poroso Para Coluna De Carro 0,50x0,61",IP796-050,UN,20.11,0,344.0,0,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M",MLB3702223537,UN,235,0,0.0,0,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Amarelo",IP317-4,UN,235,0,30.0,66.36,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Azul",IP412-4,UN,235,0,30.0,0,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Branco",IP278-4,UN,235,0,13.0,65.92,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Laranja",IP456-4,UN,235,0,74.0,63.52,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Preto",IP366-4,UN,235,0,25.0,0,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Verde",IP324-4,UN,235,0,16.0,0,servi
"Adesivo Refletivo Luminoso Sinalização 4m X 1,24 M - Vermelho",IP457-4,UN,235,0,32.0,64.88,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M",MLB4648777526,UN,32.5,0,0.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Amarelo",IP317-10,UN,32.5,0,11.0,165.9,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Azul",IP412-10,UN,32.5,0,11.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Branco",IP278-10,UN,32.5,0,5.0,164.8,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Laranja",IP456-10,UN,32.5,0,29.0,158.8,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Preto",IP366-10,UN,32.5,0,10.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Verde",IP324-10,UN,32.5,0,6.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 10m X 1,24 M - Vermelho",IP457-10,UN,32.5,0,12.0,162.2,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M",MLB2601425426,UN,114,0,0.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Amarelo",IP317-2,UN,114,0,61.0,33.18,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Azul",IP412-2,UN,114,0,60.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Branco",IP278-2,UN,114,0,25.0,32.96,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Laranja",IP456-2,UN,114,0,149.0,31.76,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Preto",IP366-2,UN,114,0,52.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Verde",IP324-2,UN,114,0,32.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 2m X 1,24 M - Vermelho",IP457-2,UN,114,0,63.0,32.44,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M",MLB4657530322,UN,165,0,0.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Amarelo",IP317-3,UN,165,0,41.0,49.77,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Azul",IP412-3,UN,165,0,40.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Branco",IP278-3,UN,165,0,16.0,49.44,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Laranja",IP456-3,UN,165,0,98.0,47.64,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Preto",IP366-3,UN,165,0,35.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Verde",IP324-3,UN,165,0,21.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 3m X 1,24 M - Vermelho",IP457-3,UN,165,0,43.0,48.66,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M",MLB2780479698,UN,275.5,0,0.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Amarelo",IP317-8,UN,275.5,0,14.0,132.72,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Azul",IP412-8,UN,275.5,0,15.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Branco",IP278-8,UN,275.5,0,6.0,131.84,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Laranja",IP456-8,UN,275.5,0,37.0,127.04,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Preto",IP366-8,UN,275.5,0,12.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Verde",IP324-8,UN,275.5,0,8.0,0,servi
"Adesivo Refletivo Luminoso Sinalização Branco 8m X 1,24 M - Vermelho",IP457-8,UN,275.5,0,16.0,129.76,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/0,50 X 0,70",MLB3191465246,UN,28.11,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/0,50 X 0,70 - ULTRA CRISTAL ALLTAK",IP864-050,UN,28.11,0,-17.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/0,50 X 1,38",MLB2614278245,UN,53.1,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/0,50 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-050,UN,53.1,0,137.0,18.29,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/1,20 X 1,38",MLB2713113612,UN,115.85,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/1,20 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-120,UN,115.85,0,57.0,43.9,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/1,50 X 1,38",MLB2654487427,UN,139.02,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/1,50 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-150,UN,139.02,0,45.0,54.87,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/2,00 X 0,70",IP864-2,UN,100.61,0,-5.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/2,00 X 1,38",MLB2193738655,UN,173.77,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/2,00 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-2,UN,173.77,0,34.0,73.16,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/2,50 X 1,38",MLB2770549529,UN,171,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/2,50 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-250,UN,171,0,26.0,91.45,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/3,00 X 1,38",MLB2193769413,UN,249.08,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/3,00 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-3,UN,249.08,0,22.0,109.74,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/4,00 X 1,38",MLB2606225705,UN,326.3,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/4,00 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-4,UN,326.3,0,16.0,146.32,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/5,00 X 1,38",MLB2218190473,UN,405.47,0,0.0,0,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C/5,00 X 1,38 - ULTRA CRISTAL ALLTAK",IP435-5,UN,405.47,0,12.0,182.9,servi
"Adesivo Transparente Proteção Ppf Pvc Alltak C5,00 X 0,70",IP864-5,UN,178.2,0,-2.0,0,servi
Adesivo Vinil Cimento Queimado 2m X 61 Cm Imprimax Decor,MLB3316226489,UN,64.67,0,0.0,0,servi
Adesivo Vinil Cimento Queimado 2m X 61 Cm Imprimax Decor - Cimento Queimado,IP1214-2,UN,64.67,0,0.0,0,servi
Adesivo Vinil Cimento Queimado 3m X 61 Cm Imprimax Decor - Cimento Queimado,MLB3316713061,UN,104.77,0,0.0,0,servi
Adesivo Vinil Cimento Queimado 3m X 61 Cm Imprimax Decor - Cimento Queimado - CIMENTO QUEIMADO,IP1214-3,UN,104.77,0,0.0,0,servi
Adesivo Vinil Envelopamento Móveis Branco Brilho 3m X 61cm,MLB2161404481,UN,43.44,0,0.0,0,servi
Adesivo Vinil Envelopamento Móveis Branco Brilho 3m X 61cm - Branco,IP882-3,UN,43.44,0,86.0,0,servi
"Adesivo Vinil Jateado Para Vidro Cristal C/1,00 X 3,00 M",MLB3430325781,UN,75.2,0,0.0,0,servi
"Adesivo Vinil Jateado Para Vidro Cristal C/1,00 X 3,00 M - Jateado fosco",IP53-3,UN,75.2,0,19.0,32.61,servi
"Adesivo Vinil Madeira Demolicao 1803 2,00m X 1,22m Imprimax",MLB4362883696,UN,133,0,0.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 2,00m X 1,22m Imprimax - Madeira",IP282-2,UN,133,0,32.0,66.64,servi
"Adesivo Vinil Madeira Demolicao 1803 2,00m X 61 Cm Imprimax",MLB3620936662,UN,67.07,0,0.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 2,00m X 61 Cm Imprimax - Madeira Demolição",IP1164-2,UN,67.07,0,-6.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 3,00m X 1,22m Imprimax",MLB4362891366,UN,180.5,0,0.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 3,00m X 1,22m Imprimax - Madeira",IP282-3,UN,180.5,0,21.0,99.96,servi
"Adesivo Vinil Madeira Demolicao 1803 3,00m X 61 Cm Imprimax ",MLB3316713401,1,60.3,0,0.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 3,00m X 61 Cm Imprimax  - Madeira Demolição",IP1164-3,1,60.3,0,-4.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 5,00m X 1,22m Imprimax",MLB3563734193,UN,285,0,0.0,0,servi
"Adesivo Vinil Madeira Demolicao 1803 5,00m X 1,22m Imprimax - Madeira Demolição",IP282-5,UN,285,0,12.0,166.6,servi
"Adesivo Vinil Marmore Carrara 2,5m X 1,22m Imprimax",MLB4354139076,UN,156.75,0,0.0,0,servi
"Adesivo Vinil Marmore Carrara 2,5m X 1,22m Imprimax - Mármore Carrara",IP493-250,UN,156.75,0,3.0,79.03,servi
"Adesivo Vinil Marmore Carrara 2m X 1,22m Imprimax",MLB4353959576,UN,133,0,0.0,0,servi
"Adesivo Vinil Marmore Carrara 2m X 1,22m Imprimax - Mármore Carrara",IP493-2,UN,133,0,3.0,63.22,servi
Adesivo Vinil Marmore Carrara 2m X 61cm Imprimax,MLB2196754191,UN,56.77,0,0.0,0,servi
Adesivo Vinil Marmore Carrara 2m X 61cm Imprimax - MARMORE CARRARA,IP862-2,UN,56.77,0,22.0,34.28,servi
Adesivo Vinil Marmore Carrara 3m X 61cm Imprimax,MLB3191423076,UN,113.05,0,0.0,0,servi
Adesivo Vinil Marmore Carrara 3m X 61cm Imprimax - Mármore Carrara,IP862-3,UN,113.05,0,15.0,51.42,servi
"Adesivo Vinil Marmore Carrara 5,00m X 1,22m Imprimax",MLB3563088793,UN,280.25,0,0.0,0,servi
